A,0.0,0.0,-0.04261910915374756,-0.04557156562805176,-0.07861942052841187,-0.12435942888259888,-0.10557466745376587,-0.19110417366027832,-0.1301189661026001,-0.24616825580596924,-0.032003045082092285,-0.25621652603149414,-0.04973214864730835,-0.35636380314826965,-0.061052143573760986,-0.42046472430229187,-0.06860333681106567,-0.47745785117149353,0.005302369594573975,-0.2645326256752014,0.006203413009643555,-0.37852293252944946,0.007297337055206299,-0.4521045684814453,0.007661879062652588,-0.5180369019508362,0.03804045915603638,-0.24345946311950684,0.05559736490249634,-0.3420737385749817,0.0674753189086914,-0.4100460708141327,0.07499313354492188,-0.4752746820449829,0.06615567207336426,-0.2022254467010498,0.09466266632080078,-0.26454001665115356,0.11372530460357666,-0.30750083923339844,0.12877166271209717,-0.3522059917449951
A,0.0,0.0,-0.043207645416259766,-0.05007314682006836,-0.08270782232284546,-0.13783875107765198,-0.11275523900985718,-0.2001853585243225,-0.14009147882461548,-0.24178087711334229,-0.03735840320587158,-0.2656315267086029,-0.05760127305984497,-0.36081498861312866,-0.06997799873352051,-0.4222518503665924,-0.07942837476730347,-0.47611886262893677,-0.0025655627250671387,-0.2731736898422241,-0.0062447190284729,-0.38142451643943787,-0.00753474235534668,-0.4503990411758423,-0.008747875690460205,-0.5115578770637512,0.030819475650787354,-0.25409936904907227,0.037694454193115234,-0.3554447889328003,0.0430261492729187,-0.4193527102470398,0.046498239040374756,-0.48074233531951904,0.06234008073806763,-0.21486997604370117,0.08155298233032227,-0.28837770223617554,0.09634363651275635,-0.33569639921188354,0.1080365777015686,-0.38326603174209595
A,0.0,0.0,-0.04055619239807129,-0.04653280973434448,-0.07534778118133545,-0.12511521577835083,-0.10125547647476196,-0.18227729201316833,-0.12563598155975342,-0.21981436014175415,-0.03747892379760742,-0.25157055258750916,-0.05444270372390747,-0.3422822952270508,-0.06563365459442139,-0.4032464623451233,-0.07373303174972534,-0.45497067272663116,-0.004335224628448486,-0.2615478038787842,-0.009293079376220703,-0.35744476318359375,-0.013801038265228271,-0.4113021045923233,-0.01798921823501587,-0.45333945751190186,0.028484880924224854,-0.24933737516403198,0.03837305307388306,-0.343141108751297,0.04562348127365112,-0.40437227487564087,0.051187753677368164,-0.45753565430641174,0.0589943528175354,-0.21383541822433472,0.08086377382278442,-0.2764279544353485,0.09515273571014404,-0.32080142199993134,0.10694944858551025,-0.36219435930252075
A,0.0,0.0,-0.04670703411102295,-0.034429967403411865,-0.09082990884780884,-0.10423579812049866,-0.12347275018692017,-0.16184493899345398,-0.15519863367080688,-0.19119882583618164,-0.05382823944091797,-0.24064335227012634,-0.07421588897705078,-0.33527734875679016,-0.08566951751708984,-0.39709365367889404,-0.09228670597076416,-0.4502498209476471,-0.022395312786102295,-0.25662529468536377,-0.03429383039474487,-0.36711859703063965,-0.04029715061187744,-0.44007839262485504,-0.04507303237915039,-0.5017508566379547,0.01022416353225708,-0.24771979451179504,0.015194118022918701,-0.35246172547340393,0.02020341157913208,-0.4236677438020706,0.02239149808883667,-0.48560911417007446,0.04310953617095947,-0.21659192442893982,0.06425821781158447,-0.28665825724601746,0.07718807458877563,-0.3336576819419861,0.08516401052474976,-0.37619994580745697
A,0.0,0.0,-0.05154314637184143,-0.025035858154296875,-0.09883582592010498,-0.09445863962173462,-0.12918761372566223,-0.1546960473060608,-0.15982398390769958,-0.18991833925247192,-0.0714232325553894,-0.23920056223869324,-0.09944149851799011,-0.3328704833984375,-0.11816006898880005,-0.3939715176820755,-0.1324082612991333,-0.44597552716732025,-0.037274181842803955,-0.2604374289512634,-0.05321088433265686,-0.37597420811653137,-0.06153982877731323,-0.4507129639387131,-0.06810951232910156,-0.5148821473121643,-0.0019556283950805664,-0.2544763684272766,-0.002471625804901123,-0.36734315752983093,-0.00035202503204345703,-0.44457511603832245,-0.0002865791320800781,-0.5150204002857208,0.03390145301818848,-0.2260221242904663,0.056565165519714355,-0.30107390880584717,0.07193714380264282,-0.35482677817344666,0.08343851566314697,-0.40691205859184265
A,0.0,0.0,-0.05425918102264404,-0.026978254318237305,-0.1056424081325531,-0.08898764848709106,-0.13893422484397888,-0.14412766695022583,-0.17134994268417358,-0.17662593722343445,-0.08039972186088562,-0.23963668942451477,-0.11221387982368469,-0.3344348669052124,-0.13366249203681946,-0.3923349678516388,-0.1511041522026062,-0.44485339522361755,-0.045106738805770874,-0.26239579916000366,-0.062349021434783936,-0.3785208612680435,-0.07315385341644287,-0.4515867829322815,-0.08291012048721313,-0.5150856673717499,-0.00858721137046814,-0.25669169425964355,-0.008511632680892944,-0.3695359528064728,-0.007814347743988037,-0.4446193724870682,-0.009132534265518188,-0.5119787156581879,0.027400970458984375,-0.22808051109313965,0.044545918703079224,-0.3092847466468811,0.056187838315963745,-0.3675545006990433,0.06449833512306213,-0.4219190627336502
A,0.0,0.0,-0.05735960602760315,-0.030315756797790527,-0.10456147789955139,-0.10104286670684814,-0.1360625922679901,-0.15466344356536865,-0.16753187775611877,-0.18385279178619385,-0.08216044306755066,-0.2569064497947693,-0.11321917176246643,-0.34361059963703156,-0.13356637954711914,-0.3983043134212494,-0.14992597699165344,-0.4473789781332016,-0.04807087779045105,-0.28510168194770813,-0.06544631719589233,-0.39588436484336853,-0.0787113606929779,-0.46533192694187164,-0.091132253408432,-0.5245102643966675,-0.012249469757080078,-0.28712961077690125,-0.013254672288894653,-0.3966633081436157,-0.015790283679962158,-0.4689255356788635,-0.02025112509727478,-0.5312906205654144,0.023080945014953613,-0.2662414312362671,0.03595459461212158,-0.35236856341362,0.04313308000564575,-0.41016098856925964,0.046591222286224365,-0.46264633536338806
A,0.0,0.0,-0.055520862340927124,-0.020551085472106934,-0.10365545749664307,-0.08347710967063904,-0.1319161355495453,-0.13609033823013306,-0.15946289896965027,-0.1617220640182495,-0.08837905526161194,-0.23511505126953125,-0.12006539106369019,-0.3145826458930969,-0.1433444321155548,-0.3646046668291092,-0.16225598752498627,-0.40858086943626404,-0.05989594757556915,-0.2644122540950775,-0.07905074954032898,-0.37165406346321106,-0.0921378880739212,-0.439119815826416,-0.10225602984428406,-0.49378907680511475,-0.02917797863483429,-0.2693290710449219,-0.03691650927066803,-0.375749409198761,-0.04472754895687103,-0.44494806230068207,-0.05232393741607666,-0.5020184516906738,0.0018173754215240479,-0.2522566318511963,0.010005474090576172,-0.33457714319229126,0.014100521802902222,-0.39196455478668213,0.016314148902893066,-0.4425852447748184
A,0.0,0.0,-0.050606340169906616,-0.024846136569976807,-0.09297853708267212,-0.08941322565078735,-0.12112277746200562,-0.14609289169311523,-0.15058274567127228,-0.18964225053787231,-0.07322697341442108,-0.2281091809272766,-0.10627801716327667,-0.3211452066898346,-0.12929241359233856,-0.3781575560569763,-0.14794133603572845,-0.4286845326423645,-0.04423913359642029,-0.24688327312469482,-0.06371843814849854,-0.36791783571243286,-0.07647208869457245,-0.4455002546310425,-0.08733433485031128,-0.5119552910327911,-0.014285117387771606,-0.23853850364685059,-0.02100694179534912,-0.3585735559463501,-0.024012893438339233,-0.43846532702445984,-0.028055280447006226,-0.5100832581520081,0.016067445278167725,-0.20888018608093262,0.02787315845489502,-0.2953338027000427,0.03757590055465698,-0.35478267073631287,0.04399240016937256,-0.4094284176826477
A,0.0,0.0,-0.05188140273094177,-0.036393046379089355,-0.09302398562431335,-0.11432808637619019,-0.11919119954109192,-0.17742270231246948,-0.14778555929660797,-0.22319751977920532,-0.0680135190486908,-0.24613314867019653,-0.09178775548934937,-0.3422333002090454,-0.10848137736320496,-0.40021392703056335,-0.12247344851493835,-0.45239752531051636,-0.03590458631515503,-0.2599131464958191,-0.04906046390533447,-0.37544798851013184,-0.05705469846725464,-0.4513015151023865,-0.06357622146606445,-0.5171934366226196,-0.003789663314819336,-0.2488911747932434,-0.0059649646282196045,-0.35993826389312744,-0.006403207778930664,-0.4336942434310913,-0.0077092647552490234,-0.4999927282333374,0.027850240468978882,-0.2170708179473877,0.04469895362854004,-0.29413390159606934,0.06064194440841675,-0.3459221124649048,0.07440906763076782,-0.3936096429824829
